                ZDOTU        10        16           0.546E+10      750000000         0.10994E+02
                ZDOTU        50        16           0.831E+10      150000000         0.72234E+01
                ZDOTU       100        16           0.588E+10       75000000         0.10203E+02
                ZDOTU       500        16           0.361E+10       15000000         0.16610E+02
                ZDOTU      1000        16           0.270E+10        7500000         0.22244E+02
                ZDOTU      5000        16           0.362E+10        1500000         0.16587E+02
                ZDOTU     10000        16           0.433E+10         750000         0.13870E+02
                ZDOTU         1        32           0.173E+10     1071428571         0.34614E+02
                ZDOTU         3        32           0.316E+10     1250000000         0.19005E+02
                ZDOTU         5        32           0.487E+10     1500000000         0.12310E+02
                ZDOTU        10        32           0.673E+10      750000000         0.89103E+01
                ZDOTU        50        32           0.833E+10      150000000         0.72035E+01
                ZDOTU       100        32           0.606E+10       75000000         0.99030E+01
                ZDOTU       500        32           0.425E+10       15000000         0.14109E+02
                ZDOTU      1000        32           0.304E+10        7500000         0.19761E+02
                ZDOTU      5000        32           0.416E+10        1500000         0.14426E+02
                ZDOTU     10000        32           0.464E+10         750000         0.12931E+02
                 DDOT         1         1           0.707E+09     1000000000         0.84895E+02
                 DDOT         3         1           0.137E+10     1000000000         0.43714E+02
                 DDOT         5         1           0.185E+10     1000000000         0.32366E+02
                 DDOT        10         1           0.288E+10     1000000000         0.20836E+02
                 DDOT        50         1           0.509E+10      600000000         0.11781E+02
                 DDOT       100         1           0.531E+10      300000000         0.11309E+02
                 DDOT       500         1           0.600E+10       60000000         0.99932E+01
                 DDOT      1000         1           0.621E+10       30000000         0.96639E+01
                 DDOT      5000         1           0.614E+10        6000000         0.97675E+01
                 DDOT     10000         1           0.614E+10        3000000         0.97734E+01
                 DDOT     50000         1           0.535E+10         600000         0.11220E+02
               DIRECT        50           0.319E+09        2500000         0.56355E+02
               DIRECT       100           0.480E+09        1250000         0.37469E+02
               DIRECT       500           0.767E+09         250000         0.23480E+02
               DIRECT      1000           0.910E+09         125000         0.19770E+02
               DIRECT      5000           0.127E+10          25000         0.14137E+02
               DIRECT     10000           0.135E+10          12500         0.13383E+02
               DIRECT     50000           0.128E+10           2500         0.14074E+02
           SEQUENTIAL        50           0.305E+09        2500000         0.59043E+02
           SEQUENTIAL       100           0.465E+09        1250000         0.38750E+02
           SEQUENTIAL       500           0.770E+09         250000         0.23371E+02
           SEQUENTIAL      1000           0.777E+09         125000         0.23152E+02
           SEQUENTIAL      5000           0.106E+10          25000         0.16938E+02
           SEQUENTIAL     10000           0.121E+10          12500         0.14828E+02
           SEQUENTIAL     50000           0.124E+10           2500         0.14520E+02
         ASYNCHRONOUS        50           0.300E+09        2500000         0.60055E+02
         ASYNCHRONOUS       100           0.456E+09        1250000         0.39453E+02
         ASYNCHRONOUS       500           0.764E+09         250000         0.23547E+02
         ASYNCHRONOUS      1000           0.772E+09         125000         0.23312E+02
         ASYNCHRONOUS      5000           0.105E+10          25000         0.17133E+02
         ASYNCHRONOUS     10000           0.120E+10          12500         0.14969E+02
         ASYNCHRONOUS     50000           0.124E+10           2500         0.14523E+02
                RVMUL         4           0.232E+10     1875000000         0.25883E+02
                RVMUL        10           0.323E+10      300000000         0.18569E+02
                RVMUL        50           0.486E+10       12000000         0.12337E+02
                RVMUL       100           0.485E+10        3000000         0.12361E+02
                RVMUL       500           0.303E+10         120000         0.19787E+02
               RMMMUL         3           0.158E+10     1111111111         0.37976E+02
               RMMMUL         4           0.181E+10      468750000         0.33125E+02
               RMMMUL        10           0.341E+10       30000000         0.17606E+02
               RMMMUL        50           0.455E+10         240000         0.13173E+02
               RMMMUL       100           0.455E+10          30000         0.13179E+02
               RMMMUL       500           0.303E+10            240         0.19833E+02
                CVMUL         3           0.386E+10      833333333         0.15554E+02
                CVMUL         4           0.400E+10      468750000         0.14982E+02
                CVMUL        10           0.754E+10       75000000         0.79573E+01
                CVMUL        50           0.854E+10        3000000         0.70273E+01
                CVMUL       100           0.817E+10         750000         0.73401E+01
                CVMUL       500           0.423E+10          30000         0.14192E+02
               CMMMUL         3           0.354E+10      277777777         0.16937E+02
               CMMMUL         4           0.388E+10      117187500         0.15455E+02
               CMMMUL        10           0.748E+10        7500000         0.80239E+01
               CMMMUL        50           0.853E+10          60000         0.70344E+01
               CMMMUL       100           0.822E+10           7500         0.72969E+01
               CMMMUL       500           0.461E+10             60         0.13002E+02
               HANKEL           0.275E+08      666666666         0.48438E+02,DUM=          0.00E+00         0.69E+00         0.94E+00        -0.44E+00
               SCALAR           0.576E+10     1016949152         0.11656E+02ARG=         0.41467E+04
              ANT-LOG      1000           0.223E+08        1875000         0.84216E+02
                  FFT        16         4           0.886E+09       93750000         0.67688E+02
                  FFT        32         5           0.175E+10       37500000         0.34208E+02
                  FFT        64         6           0.293E+10       15625000         0.20505E+02
                  FFT       128         7           0.416E+10        6696428         0.14424E+02
                  FFT       256         8           0.517E+10        2929684         0.11616E+02
                  FFT       512         9           0.595E+10        1302080         0.10077E+02
                  FFT      1024        10           0.642E+10         585936         0.93491E+01
                  FFT      4096        12           0.431E+10         122068         0.13908E+02
                  FFT     16384        14           0.317E+10          26156         0.18950E+02
                  FFT     65536        16           0.247E+10           5720         0.24261E+02
Module Name                      num loops          J          K          X1          X2          X3          X4       time(secs)   secs/loop
simple identifiers    module  1          0          0          0  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.0000E+00  0.0000E+00
array elements        module  2   18000000   21000000   18000000  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.2061E+00  0.1145E-07
array as parameter    module  3   21000000   18000000   18000000  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.1474E+01  0.7018E-07
conditional jumps     module  4  517500000          1          1  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.5898E+00  0.1140E-08
integer arithmetic    module  6  315000000          1          2  0.6000E+01  0.6000E+01  0.0000E+00  0.0000E+00       0.1628E+00  0.5170E-09
trig. functions       module  7   48000000          1          2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.1615E+01  0.3366E-07
procedure calls       module  8 1348500000          1          2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.5577E+01  0.4135E-08
array references      module  9  924000000          1          2  0.3000E+01  0.2000E+01  0.3000E+01  0.0000E+00       0.3816E+00  0.4130E-09
integer arithmetic    module 10          0          2          3  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.0000E+00  0.0000E+00
standard functions    module 11  139500000          2          3  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01       0.7214E+00  0.5172E-08
Module Name                      num loops          J          K          X1          X2          X3          X4       time(secs)   secs/loop
simple identifiers    module  1          0          0          0  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.0000E+00  0.0000E+00
array elements        module  2 1674000012 1953000014 1674000012  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.1933E+02  0.1155E-07
array as parameter    module  3 1953000014 1674000012 1674000012  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.1352E+03  0.6923E-07
conditional jumps     module  4  882860089          0          0  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.1006E+01  0.1139E-08
integer arithmetic    module  6 -769770862          1          2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.0000E+00 -0.0000E+00
trig. functions       module  7  169032736          1          2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.5690E+01  0.3366E-07
procedure calls       module  8  856449315          1          2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00       0.3537E+01  0.4130E-08
array references      module  9   32654696          1          2  0.3000E+01  0.2000E+01  0.3000E+01  0.0000E+00       0.1343E-01  0.4112E-09
integer arithmetic    module 10          0          2          3  0.1000E+01 -0.1000E+01 -0.1000E+01 -0.1000E+01       0.0000E+00  0.0000E+00
standard functions    module 11   88598205          2          3  0.1000E+01  0.1000E+01  0.1000E+01  0.1000E+01       0.4656E+00  0.5255E-08
 DP MEGA-WHETSTONES:  0.30E+06, DP MWIPS:           0.170E+04, Total Wall Time:         0.17598E+03
